Opening Name	White Wins	Draws	Black Wins	FEN	PGN
King's Knight Opening-Scotch Game-Haxo Gambit-Saratt Variation-Cochrane-Schumoff Defence	2793	603	4037	r1bq3r/ppp2k1p/2n3p1/2Qp4/3pP3/8/PPP2PPP/RNB1K2R w KQ - 0 10	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Bc4 Bc5 5 Ng5 Nh6 6 Nxf7 Nxf7 7 Bxf7+ Kxf7 8 Qh5+ g6 9 Qxc5 d5
King's Knight Opening-Scotch Game-Haxo Gambit-Saratt Variation-Cochrane-Schumov Defence	36860	3142	29956	r1bq3r/ppp2k1p/2np2p1/2Q5/3pP3/8/PPP2PPP/RNB1K2R w KQ - 0 10	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Bc4 Bc5 5 Ng5 Nh6 6 Nxf7 Nxf7 7 Bxf7+ Kxf7 8 Qh5+ g6 9 Qxc5 d6
King's Knight Opening-Scotch Game-Haxo Gambit-Saratt Variation-Count Vitzthum's Attack	48692	2879	45368	r1bqk2r/pppp1ppp/2n4n/2b3NQ/2BpP3/8/PPP2PPP/RNB1K2R b KQkq - 5 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Bc4 Bc5 5 Ng5 Nh6 6 Qh5
King's Pawn-King's Knight Opening-Scotch Game-Benima Defence	878373	67619	696104	r1bqk1nr/ppppbppp/2n5/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Bc4 Be7
King's Pawn-King's Knight Opening-Scotch Game-Dubois-Réti Defence	2780349	226442	2422063	r1bqkb1r/pppp1ppp/2n2n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Bc4 Nf6
King's Knight Opening-Scotch Game-Dubois-Réti Defence-Advance Variation	1101979	84604	959521	r1bqkb1r/pppp1ppp/2n2n2/4P3/2Bp4/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Bc4 Nf6 5 e5
Scotch Game-Dubois-Réti Defence-Advance Variation-Kingside Variation	236722	12525	165519	r1bqkb1r/pppp1ppp/2n5/4P3/2Bp2n1/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Bc4 Nf6 5 e5 Ng4
King's Pawn-King's Knight Opening-Scotch Game-G ring Gambit	1332429	89849	991338	r1bqkbnr/pppp1ppp/2n5/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 4	
King's Pawn-King's Knight Opening-Scotch Game-G ring Gambit Declined	108128	13272	114324	r1bqkbnr/ppp2ppp/2n5/3p4/3pP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 5	
King's Knight Opening-Scotch Game-G ring Gambit-Double Pawn Sacrifice	938366	50520	639538	r1bqkbnr/pppp1ppp/2n5/8/2B1P3/2p2N2/PP3PPP/RNBQK2R b KQkq - 1 5	
King's Knight Opening-Scotch Game-G ring Gambit-Main Line	190831	12436	138810	r1bqk1nr/pppp1ppp/2n5/8/1b2P3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 1 6	
Scotch Game-G ring Gambit-Main Line-Bardeleben Variation	132536	8600	92524	r1bqk2r/pppp1ppp/2n2n2/8/1bB1P3/2N2N2/PP3PPP/R1BQK2R w KQkq - 3 7	
King's Pawn-King's Knight Opening-Scotch Game-Malaniuk Variation	224200	21562	199160	r1bqk1nr/pppp1ppp/2n5/8/1b1NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bb4+
King's Pawn-King's Knight Opening-Scotch Game-Classical Variation	3740753	356839	3540652	r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5
King's Knight Opening-Scotch Game-Classical Variation-Golmayo Variation	1535004	142563	1242348	r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/4B3/PPP2PPP/RN1QKB1R b KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3
Scotch Game-Classical Variation-Golmayo Variation-Loyd Variation	169323	18876	172655	r1bqk1nr/pppp1ppp/1bn5/8/3NP3/4B3/PPP2PPP/RN1QKB1R w KQkq - 3 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3 Bb6
Scotch Game-Classical Variation-Golmayo Variation-Paulsen Attack	52494	5863	56739	r1b1k2r/ppppnppp/2n2q2/1Bb5/3NP3/2P1B3/PP3PPP/RN1QK2R b KQkq - 2 7	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3 Qf6 6 c3 Nge7 7 Bb5
Scotch Game-Golmayo Variation-Paulsen Attack-Gunsberg Defence	14	1	19	r1bnk2r/ppppnppp/5q2/1Bb5/3NP3/2P1B3/PP3PPP/RN1QK2R w KQkq - 3 8	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3 Qf6 6 c3 Nge7 7 Bb5 Nd8
Scotch Game-Classical Variation-Golmayo Variation-Fleissig's Attack/Meitner Variation	11311	1405	10535	r1b1k2r/ppppnppp/2n2q2/2b5/4P3/2P1B3/PPN2PPP/RN1QKB1R b KQkq - 2 7	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3 Qf6 6 c3 Nge7 7 Nc2
Scotch Game-Classical Variation-Golmayo Variation-Blackburne Attack	15251	1702	14746	r1b1k2r/ppppnppp/2n2q2/2b5/3NP3/2P1B3/PP1Q1PPP/RN2KB1R b KQkq - 2 7	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3 Qf6 6 c3 Nge7 7 Qd2
Scotch Game-Classical Variation-Golmayo Variation-Millennium Variation	14368	1511	17007	r1b1k1nr/pppp1ppp/2n3q1/2b5/3NP3/2P1B3/PP3PPP/RN1QKB1R w KQkq - 1 7	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3 Qf6 6 c3 Qg6
Scotch Game-Classical Variation-Golmayo Variation-Blumenfeld Attack	84102	5632	47700	r1b1k1nr/pppp1ppp/2n2q2/1Nb5/4P3/4B3/PPP2PPP/RN1QKB1R b KQkq - 4 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Be3 Qf6 6 Nb5
King's Knight Opening-Scotch Game-Classical Variation-Potter Variation	308573	26717	259711	r1bqk1nr/pppp1ppp/2n5/2b5/4P3/1N6/PPP2PPP/RNBQKB1R b KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Nb3
Scotch Game-Classical Variation-Potter Variation-Romanishin Variation	5686	691	5028	r1bqk1nr/pppp1ppp/2n5/8/1b2P3/1N6/PPP2PPP/RNBQKB1R w KQkq - 3 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Nb3 Bb4+
King's Knight Opening-Scotch Game-Classical Variation-Intermezzo Variation	471606	51858	568139	r1b1k1nr/pppp1ppp/2N2q2/2b5/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 1 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Bc5 5 Nxc6 Qf6
King's Pawn-King's Knight Opening-Scotch Game-Benima's Defence	111990	12712	106968	r1bqk1nr/ppppbppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Be7
King's Pawn-King's Knight Opening-Scotch Game-Schmidt/Schmid Variation	2213153	246300	2264080	r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Nf6
King's Knight Opening-Scotch Game-Schmidt Variation-Alekhine Gambit	41366	3915	55803	r1bqkb1r/pppp1ppp/2n2n2/4P3/3N4/8/PPP2PPP/RNBQKB1R b KQkq - 0 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Nf6 5 e5
King's Knight Opening-Scotch Game-Schmidt Variation-Schmid Gambit	28898	4178	28476	r1bqkb1r/pppp1ppp/2n5/8/3Nn3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Nf6 5 Nc3 Nxe4
King's Knight Opening-Scotch Game-Schmidt Variation-Mieses Variation	383749	40145	369239	r1bqkb1r/p1pp1ppp/2p2n2/4P3/8/8/PPP2PPP/RNBQKB1R b KQkq - 0 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Nf6 5 Nxc6 bxc6 6 e5
King's Knight Opening-Scotch Game-Schmidt Variation-Tartakower Variation	5439	739	5076	r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPPN1PPP/R1BQKB1R b KQkq - 1 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Nf6 5 Nxc6 bxc6 6 Nd2
King's Pawn-King's Knight Opening-Scotch Game-Ghulam Kassim Variation	113657	11450	98348	r1bqkbnr/ppp2ppp/3p4/8/3QP3/3B4/PPP2PPP/RNB1K2R b KQkq - 1 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Nxd4 5 Qxd4 d6 6 Bd3
King's Pawn-King's Knight Opening-Scotch Game-Pulling Counterattack	303335	36372	380346	r1b1kbnr/pppp1ppp/2n5/8/3NP2q/8/PPP2PPP/RNBQKB1R w KQkq - 1 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4
King's Knight Opening-Scotch Game-Pulling Counterattack-Braune Variation	6852	578	7145	r1b1kbnr/pppp1ppp/2n5/8/3NP2q/4B3/PPP2PPP/RN1QKB1R b KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Be3
King's Knight Opening-Scotch Game-Pulling Counterattack-Horwitz Attack	18107	1398	12513	r1b1kbnr/pppp1ppp/2n5/1N6/4P2q/8/PPP2PPP/RNBQKB1R b KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Nb5
Scotch Game-Pulling Counterattack-Horwitz Attack-Rosenthal Variation	16	1	7	r1bk2nr/pppp1ppp/2n3q1/1N6/8/8/PPPNBPPP/R2Q1RK1 w - - 1 10	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Nb5 Bb4+ 6 Bd2 Qxe4+ 7 Be2 Kd8 8 0-0 Bxd2 9 Nxd2 Qg6
Scotch Game-Pulling Counterattack-Horwitz Attack-Blackburne Variation	36	2	38	r1bk2nr/pppp1ppp/2n5/1N6/4q3/8/PPPQBPPP/RN3RK1 b - - 0 9	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Nb5 Bb4+ 6 Bd2 Qxe4+ 7 Be2 Kd8 8 0-0 Bxd2 9 Qxd2
King's Knight Opening-Scotch Game-Pulling Counterattack-Steinitz Variation	144681	15215	167629	r1b1kbnr/pppp1ppp/2n5/8/3NP2q/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Nc3
Scotch Game-Pulling Counterattack-Steinitz Variation-Modern Defence	125587	13902	152792	r1b1k1nr/pppp1ppp/2n5/8/1b1NP2q/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Nc3 Bb4
King's Knight Opening-Scotch Game-Pulling Counterattack-Fraser's Attack	9789	870	10094	r1b1kbnr/pppp1ppp/2n5/8/4P2q/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Nf3
King's Knight Opening-Scotch Game-Pulling Counterattack-Paulsen Variation	1629	115	2041	r1b1kbnr/pppp1ppp/2n5/5N2/4P2q/8/PPP2PPP/RNBQKB1R b KQkq - 2 5	1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4 Qh4 5 Nf5
King's Pawn-King's Knight Opening-Scotch Game-Anderssen Gambit	151693	9586	120726	r1bqkbnr/pppp2pp/2n5/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4	1 e4 e5 2 Nf3 Nc6 3 d4 f5
King's Pawn-King's Knight Opening-Scotch Game-Bayer Defence	1195401	73546	712041	r1bqkbnr/pppp2pp/2n2p2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4	1 e4 e5 2 Nf3 Nc6 3 d4 f6
King's Pawn-King's Knight Opening-Scotch Game-Mattern Counterattack	1429881	96154	1013704	r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4	1 e4 e5 2 Nf3 Nc6 3 d4 Nf6
King's Pawn-King's Knight Opening-Scotch Game-Lolli Variation	702356	56802	490919	r1bqkbnr/pppp1ppp/8/4p3/3nP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4	1 e4 e5 2 Nf3 Nc6 3 d4 Nxd4
King's Knight Opening-Scotch Game-Lolli Variation-Napoleon Gambit	7963	524	5815	r1bqkbnr/pppp1ppp/8/8/2BpP3/8/PPP2PPP/RNBQK2R b KQkq - 1 5	1 e4 e5 2 Nf3 Nc6 3 d4 Nxd4 4 Nxd4 exd4 5 Bc4
King's Knight Opening-Scotch Game-Lolli Variation-Delayed Cochrane Variation	1	1	1	r1bqkb1r/pp1p1Npp/2p1nn2/8/2B1P3/8/PPP2PPP/RNBQ1RK1 b kq - 0 7	1 e4 e5 2 Nf3 Nc6 3 d4 Nxd4 4 Nxe5 Ne6 5 Bc4 c6 6 0-0 Nf6 7 Nxf7
King's Pawn-King's Knight Opening-Scotch Game-Virviescas Sanchez Variation	146334	9335	104854	r1b1kbnr/ppppqppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4	1 e4 e5 2 Nf3 Nc6 3 d4 Qe7
King's Pawn-King's Knight Opening-Scotch Game-Papakanellos Variation	299626	20450	263605	r1b1kbnr/pppp1ppp/2n2q2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4	1 e4 e5 2 Nf3 Nc6 3 d4 Qf6
King's Pawn-King's Knight Opening-Konstantinopolsky Opening	752850	71277	809125	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 3	1 e4 e5 2 Nf3 Nc6 3 g3
King's Pawn-King's Knight Opening-Coll Opening	392022	36305	397064	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 3	1 e4 e5 2 Nf3 Nc6 3 h3
King's Pawn-King's Knight Opening-3 Knights Game	21783063	2113581	21374061	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3	1 e4 e5 2 Nf3 Nc6 3 Nc3
King's Pawn-King's Knight Opening-3 Knights Game-Schlechter Variation	75016	6478	72225	r1bqk2r/pppp1ppp/2n2n2/3Np3/1b2P3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 6 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Bb4 4 Nd5 Nf6
King's Pawn-King's Knight Opening-3 Knights Game-Winawer/Gothic Defence	278469	21310	276991	r1bqkbnr/pppp2pp/2n5/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4	1 e4 e5 2 Nf3 Nc6 3 Nc3 f5
King's Pawn-King's Knight Opening-3 Knights Game-Steinitz Defence	188581	16882	171097	r1bqkbnr/pppp1p1p/2n3p1/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4	1 e4 e5 2 Nf3 Nc6 3 Nc3 g6
King's Pawn-3 Knights Game-Steinitz Defence-Rosenthal Variation	1531	163	1013	r1bqkbnr/pppp1p1p/2n3p1/3N4/3pP3/5N2/PPP2PPP/R1BQKB1R b KQkq - 1 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 g6 4 d4 exd4 5 Nd5
King's Pawn-King's Knight Opening-4 Knights Game	17936158	1780019	16923110	r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6
King's Pawn-King's Knight Opening-4 Knights Game-Gunsberg Variation	664324	62540	628013	r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq - 0 4	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 a3
King's Knight Opening-4 Knights Game-Gunsberg Variation-Main Line	118052	12804	131846	r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/P1N2N2/1PPP1PPP/R1BQKB1R w KQkq - 0 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 a3 d5
King's Knight Opening-4 Knights Game-Gunsberg Variation-Provincial Variation	85666	8017	70714	r1bqkb1r/ppp2ppp/2np1n2/4p3/4P3/P1N2N1P/1PPP1PP1/R1BQKB1R b KQkq - 0 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 a3 d6 5 h3
King's Pawn-King's Knight Opening-4 Knights Game-Spanish Variation	5497092	552496	4933338	r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5
King's Pawn-4 Knights Game-Spanish Variation-Ranken Variation	774190	72458	579506	r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 a6 5 Bxc6
4 Knights Game-Spanish Variation-Ranken Variation-Spielmann Variation	829	136	780	r3kb1r/1pp2ppp/p1p1b3/3q4/3PN3/8/PPP2PPP/R1BQR1K1 w kq - 1 11	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 a6 5 Bxc6 dxc6 6 Nxe5 Nxe4 7 Nxe4 Qd4 8 0-0 Qxe5 9 Re1 Be6 10 d4 Qd5
King's Pawn-King's Knight Opening-4 Knights Game-Double Spanish/Brentano Variation/Double Ruy Lopez	908809	104649	814060	r1bqk2r/pppp1ppp/2n2n2/1B2p3/1b2P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4
King's Pawn-4 Knights Game-Double Ruy Lopez-Nimzowitsch/Paulsen Variation	19266	2805	16188	r1bq1rk1/pppp1ppp/2B2n2/4p3/1b2P3/2N2N2/PPPP1PPP/R1BQ1RK1 b - - 0 6	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 Bxc6
King's Pawn-4 Knights Game-Double Ruy Lopez-Svenonius Variation	1787	172	1449	r1bq1rk1/ppp2ppp/2n2n2/1B1pp3/4P3/2PP1N2/P1P2PPP/R1BQ1RK1 w - - 0 8	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 Bxc3 7 bxc3 d5
King's Pawn-4 Knights Game-Double Ruy Lopez-Janowski Variation	1797	255	1604	r1bq1rk1/ppp2ppp/2np1n2/1B2p3/4P3/2PP1N2/P1P2PPP/R1BQR1K1 b - - 1 8	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 Bxc3 7 bxc3 d6 8 Re1
King's Pawn-4 Knights Game-Double Ruy Lopez-Symmetrical Variation	47438	5945	38009	r1bq1rk1/ppp2ppp/2np1n2/1B2p3/1b2P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 7	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6
4 Knights Game-Double Ruy Lopez-Symmetrical Variation-Tarrasch Variation	773	113	701	r2q1rk1/ppp2ppp/2npbn2/1B2p1B1/1b2P3/2NP1N2/PPP2PPP/R2Q1RK1 w - - 2 8	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Bg5 Be6
4 Knights Game-Double Ruy Lopez-Symmetrical Variation-Alapin Attack	1026	78	415	r2q1rk1/ppp2ppp/3p1n2/1n1Np1B1/4P1b1/3P1N2/PPP2PPP/R2Q1RK1 b - - 1 10	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Bg5 Bg4 8 Nd5 Nd4 9 Nxb4 Nxb5 10 Nd5
4 Knights Game-Double Ruy Lopez-Symmetrical Variation-Alapin Defence	7	1	12	r1bq1rk1/ppp2p2/2np3p/1B2p1N1/4n2B/2PP4/P1P2PPP/R2Q1RK1 w - - 0 11	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Bg5 Bxc3 8 bxc3 h6 9 Bh4 g5 10 Nxg5 Nxe4
4 Knights Game-Double Ruy Lopez-Symmetrical Variation-Metger Unpin	4988	874	5250	r1b2rk1/ppp1qppp/2np1n2/1B2p1B1/4P3/2PP1N2/P1P2PPP/R2Q1RK1 w - - 1 9	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Bg5 Bxc3 8 bxc3 Qe7
4 Knights Game-Double Ruy Lopez-Metger Unpin-Capablanca Variation	152	21	172	r2n1rk1/ppp1qppp/3p1n2/1B2p1B1/3PP1b1/2P2N2/P1P2PPP/R2QR1K1 w - - 1 11	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Bg5 Bxc3 8 bxc3 Qe7 9 Re1 Nd8 10 d4 Bg4
4 Knights Game-Double Ruy Lopez-Symmetrical Variation-Pillsbury Variation	1183	182	1391	r1bq1rk1/ppp1nppp/3p1n2/1B2p1B1/1b2P3/2NP1N2/PPP2PPP/R2Q1RK1 w - - 2 8	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Bg5 Ne7
4 Knights Game-Double Ruy Lopez-Pillsbury Variation-Blake Variation	5	5	7	r1b2rk1/pp2nppp/2pq1n2/3pp1B1/1b2P2N/1BNP4/PPP2PPP/R2Q1RK1 w - - 2 11	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Bg5 Ne7 8 Nh4 c6 9 Bc4 d5 10 Bb3 Qd6
4 Knights Game-Double Ruy Lopez-Symmetrical Variation-Maroczy System	3077	389	2324	r1bq1rk1/ppp2ppp/2np1n2/1B2p3/1b2P3/3P1N2/PPP1NPPP/R1BQ1RK1 b - - 1 7	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 d3 d6 7 Ne2
4 Knights Game-Double Ruy Lopez-Blackburne's Attack	228	26	116	r1bq1rk1/pppp1ppp/2n2n2/1BbNp3/3PP3/5N2/PPP2PPP/R1BQ1RK1 b - - 0 7	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 Nd5 Bc5 7 d4
King's Pawn-4 Knights Game-Double Ruy Lopez-Gunsberg Counterattack	215	62	472	r1bq1rk1/pppp1ppp/2n5/1B1P4/1b2p3/5N2/PPPP1PPP/R1BQ1RK1 w - - 0 8	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 0-0 0-0 6 Nd5 Nxd5 7 exd5 e4
King's Pawn-4 Knights Game-Double Ruy Lopez-Fleissig's Attack	367	22	339	r1bqk2r/pppp1ppp/2n2n2/1BbNp3/4P3/2P2N2/PP1P1PPP/R1BQK2R b KQkq - 0 6	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4 5 Nd5 Bc5 6 c3
King's Pawn-4 Knights Game-Spanish Variation-Classical Defence	1619507	150095	1615907	r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bc5
4 Knights Game-Spanish Variation-Classical Defence-Marshall Variation	2709	264	3462	r1bq1rk1/pppp1ppp/5n2/1Bb1N3/3nP3/2N5/PPPP1PPP/R1BQ1RK1 w - - 1 7	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bc5 5 0-0 0-0 6 Nxe5 Nd4
4 Knights Game-Spanish Variation-Classical Defence-Bardeleben Variation	119	12	91	r1bq1rk1/pppp1ppp/2n2n2/1B2P3/1b1P1P2/2N5/PPP3PP/R1BQ1RK1 w - - 1 10	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bc5 5 0-0 0-0 6 Nxe5 Nxe5 7 d4 Bd6 8 f4 Nc6 9 e5 Bb4
4 Knights Game-Spanish Variation-Classical Defence-Marshall Gambit	1594	127	1489	r1bq1rk1/pppp1ppp/5n2/2b1N3/B2nP3/2N5/PPPP1PPP/R1BQK2R w KQ - 3 7	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bc5 5 Nxe5 Nd4 6 Ba4 0-0
King's Knight Opening-4 Knights Game-Spanish Variation-Rosenthal Variation	314746	35361	334304	r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 d6 5 d3
King's Pawn-4 Knights Game-Spanish Variation-Rubinstein Countergambit	399394	39728	396142	r1bqkb1r/pppp1ppp/5n2/1B2p3/3nP3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Nd4
4 Knights Game-Spanish Variation-Rubinstein Countergambit-Henneberger Variation	36590	4032	33923	r1bqkb1r/pppp1ppp/5n2/1B2p3/3nP3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 7 5	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Nd4 5 0-0
4 Knights Game-Spanish Variation-Rubinstein Countergambit-Maróczy Variation	17	1	9	r1bq1rk1/ppp2ppp/1b1p1n2/4p3/N3P3/3P1B2/PPP2PPP/R1BQ1RK1 w - - 2 10	1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Nd4 5 Be2 Nxf3+ 6 Bxf3 Bc5 7 0-0 0-0 8 d3 d6 9 Na4 Bb6
